user_id,variant,user_segment,age_group,region,send_time,subject_line,opened,clicked,converted
user_05278,A,Free,35-44,North America,Morning,We picked these songs just for you,0,0,0
user_05279,A,Free,18-24,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05280,B,Free,18-24,North America,Evening,We picked these songs just for you,0,0,0
user_05281,A,Free,45+,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05282,A,Premium,25-34,North America,Afternoon,We picked these songs just for you,1,0,0
user_05283,B,Premium,18-24,Europe,Evening,We picked these songs just for you,0,0,0
user_05284,A,Free,18-24,Latin America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05285,A,Free,45+,North America,Afternoon,We picked these songs just for you,0,0,0
user_05286,B,Free,45+,North America,Afternoon,We picked these songs just for you,1,0,0
user_05287,A,Free,18-24,Latin America,Afternoon,We picked these songs just for you,0,0,0
user_05288,B,Free,25-34,Europe,Evening,We picked these songs just for you,0,0,0
user_05289,A,Free,35-44,Latin America,Evening,Your Weekly Music Recap is Here,1,0,0
user_05290,A,Free,35-44,North America,Evening,We picked these songs just for you,0,0,0
user_05291,B,Free,35-44,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05292,B,Free,25-34,North America,Afternoon,Your Weekly Music Recap is Here,1,1,0
user_05293,A,Free,45+,Asia Pacific,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05294,B,Free,18-24,Latin America,Morning,We picked these songs just for you,0,0,0
user_05295,B,Premium,18-24,Asia Pacific,Morning,Your Weekly Music Recap is Here,0,0,0
user_05296,A,Premium,35-44,Europe,Morning,We picked these songs just for you,0,0,0
user_05297,A,Free,25-34,Latin America,Morning,We picked these songs just for you,0,0,0
user_05298,A,Free,45+,Europe,Afternoon,We picked these songs just for you,0,0,0
user_05299,B,Premium,18-24,Europe,Morning,Your Weekly Music Recap is Here,1,0,0
user_05300,B,Premium,35-44,Latin America,Morning,We picked these songs just for you,1,0,0
user_05301,B,Premium,18-24,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05302,B,Free,35-44,North America,Afternoon,We picked these songs just for you,0,0,0
user_05303,A,Premium,18-24,North America,Afternoon,We picked these songs just for you,0,0,0
user_05304,B,Free,25-34,Latin America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05305,A,Premium,35-44,North America,Evening,We picked these songs just for you,0,0,0
user_05306,B,Premium,25-34,North America,Evening,We picked these songs just for you,1,0,0
user_05307,A,Free,18-24,Asia Pacific,Evening,Your Weekly Music Recap is Here,0,0,0
user_05308,A,Premium,25-34,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05309,A,Free,35-44,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05310,B,Premium,18-24,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_05311,A,Free,18-24,Latin America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05312,A,Premium,18-24,North America,Morning,We picked these songs just for you,0,0,0
user_05313,B,Free,45+,Europe,Morning,We picked these songs just for you,1,1,0
user_05314,A,Premium,25-34,North America,Evening,Your Weekly Music Recap is Here,1,0,0
user_05315,B,Free,18-24,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_05316,B,Free,35-44,North America,Morning,We picked these songs just for you,0,0,0
user_05317,A,Free,35-44,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05318,A,Premium,18-24,Europe,Afternoon,We picked these songs just for you,0,0,0
user_05319,B,Free,45+,Asia Pacific,Evening,Your Weekly Music Recap is Here,1,0,0
user_05320,A,Free,25-34,Latin America,Morning,We picked these songs just for you,1,0,0
user_05321,B,Free,25-34,Asia Pacific,Morning,We picked these songs just for you,0,0,0
user_05322,B,Premium,25-34,Europe,Evening,Your Weekly Music Recap is Here,1,0,0
user_05323,B,Free,45+,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05324,A,Free,18-24,North America,Morning,We picked these songs just for you,0,0,0
user_05325,B,Free,18-24,Asia Pacific,Morning,We picked these songs just for you,0,0,0
user_05326,A,Free,18-24,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_05327,A,Free,35-44,Asia Pacific,Evening,Your Weekly Music Recap is Here,1,0,0
user_05328,A,Free,25-34,North America,Morning,We picked these songs just for you,1,0,0
user_05329,A,Premium,25-34,North America,Morning,We picked these songs just for you,0,0,0
user_05330,B,Premium,18-24,North America,Morning,We picked these songs just for you,0,0,0
user_05331,A,Free,35-44,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05332,B,Free,35-44,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05333,B,Free,25-34,Europe,Morning,Your Weekly Music Recap is Here,1,0,0
user_05334,A,Free,35-44,Europe,Morning,Your Weekly Music Recap is Here,1,0,0
user_05335,B,Premium,18-24,North America,Evening,Your Weekly Music Recap is Here,1,0,0
user_05336,B,Free,35-44,North America,Afternoon,We picked these songs just for you,0,0,0
user_05337,A,Free,18-24,Latin America,Afternoon,We picked these songs just for you,0,0,0
user_05338,B,Free,25-34,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_05339,B,Premium,45+,Europe,Afternoon,We picked these songs just for you,0,0,0
user_05340,B,Free,45+,Europe,Evening,We picked these songs just for you,0,0,0
user_05341,B,Free,18-24,Latin America,Evening,We picked these songs just for you,0,0,0
user_05342,A,Free,25-34,Europe,Evening,We picked these songs just for you,0,0,0
user_05343,B,Premium,18-24,Asia Pacific,Evening,We picked these songs just for you,1,0,0
user_05344,B,Premium,45+,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05345,B,Free,25-34,North America,Evening,We picked these songs just for you,1,0,0
user_05346,B,Free,25-34,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05347,A,Premium,18-24,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_05348,B,Free,45+,Europe,Afternoon,We picked these songs just for you,1,0,0
user_05349,A,Free,25-34,Europe,Afternoon,We picked these songs just for you,0,0,0
user_05350,B,Free,18-24,North America,Afternoon,We picked these songs just for you,0,0,0
user_05351,A,Free,25-34,Europe,Afternoon,We picked these songs just for you,0,0,0
user_05352,A,Free,18-24,Latin America,Morning,Your Weekly Music Recap is Here,1,0,0
user_05353,A,Premium,25-34,Europe,Evening,We picked these songs just for you,0,0,0
user_05354,A,Free,45+,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05355,A,Free,45+,Asia Pacific,Evening,Your Weekly Music Recap is Here,0,0,0
user_05356,B,Premium,25-34,Europe,Evening,We picked these songs just for you,1,0,0
user_05357,B,Free,35-44,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05358,B,Free,25-34,Latin America,Morning,Your Weekly Music Recap is Here,1,0,0
user_05359,A,Free,18-24,North America,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_05360,B,Premium,45+,Latin America,Evening,We picked these songs just for you,0,0,0
user_05361,A,Premium,18-24,North America,Evening,Your Weekly Music Recap is Here,1,0,0
user_05362,A,Premium,18-24,North America,Evening,We picked these songs just for you,0,0,0
user_05363,B,Premium,45+,North America,Evening,Your Weekly Music Recap is Here,1,0,0
user_05364,B,Free,18-24,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05365,A,Free,35-44,North America,Evening,We picked these songs just for you,0,0,0
user_05366,A,Premium,45+,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05367,B,Free,25-34,Latin America,Evening,We picked these songs just for you,0,0,0
user_05368,B,Free,18-24,Latin America,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_05369,B,Free,25-34,Latin America,Evening,Your Weekly Music Recap is Here,1,0,0
user_05370,B,Free,18-24,Latin America,Evening,We picked these songs just for you,0,0,0
user_05371,A,Premium,25-34,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05372,B,Free,35-44,Latin America,Evening,We picked these songs just for you,0,0,0
user_05373,B,Free,25-34,Europe,Morning,Your Weekly Music Recap is Here,1,0,0
user_05374,B,Premium,25-34,Europe,Morning,We picked these songs just for you,0,0,0
user_05375,A,Free,25-34,Latin America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05376,A,Free,25-34,North America,Afternoon,We picked these songs just for you,0,0,0
user_05377,A,Free,45+,Latin America,Morning,We picked these songs just for you,0,0,0
user_05378,A,Premium,18-24,Europe,Morning,We picked these songs just for you,1,0,0
user_05379,B,Premium,35-44,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05380,A,Premium,25-34,North America,Evening,We picked these songs just for you,1,0,0
user_05381,B,Premium,18-24,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05382,B,Free,18-24,Latin America,Afternoon,We picked these songs just for you,1,0,0
user_05383,B,Premium,25-34,Asia Pacific,Afternoon,We picked these songs just for you,0,0,0
user_05384,B,Premium,25-34,North America,Afternoon,We picked these songs just for you,1,1,0
user_05385,A,Free,18-24,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05386,A,Free,45+,North America,Morning,We picked these songs just for you,0,0,0
user_05387,A,Premium,25-34,Latin America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05388,B,Premium,45+,North America,Afternoon,We picked these songs just for you,0,0,0
user_05389,B,Premium,18-24,Asia Pacific,Evening,We picked these songs just for you,0,0,0
user_05390,B,Premium,18-24,Europe,Evening,We picked these songs just for you,1,0,0
user_05391,B,Free,18-24,Latin America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05392,B,Free,18-24,Europe,Morning,We picked these songs just for you,0,0,0
user_05393,A,Free,45+,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_05394,B,Free,18-24,Europe,Afternoon,We picked these songs just for you,0,0,0
user_05395,A,Premium,25-34,Latin America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05396,B,Free,18-24,Latin America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05397,B,Free,25-34,Europe,Evening,We picked these songs just for you,0,0,0
user_05398,A,Free,35-44,Europe,Morning,We picked these songs just for you,0,0,0
user_05399,A,Free,25-34,Asia Pacific,Evening,Your Weekly Music Recap is Here,1,0,0
user_05400,B,Free,35-44,Asia Pacific,Evening,Your Weekly Music Recap is Here,0,0,0
user_05401,B,Free,18-24,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05402,B,Free,45+,North America,Evening,We picked these songs just for you,0,0,0
user_05403,B,Free,35-44,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05404,A,Premium,25-34,Latin America,Morning,We picked these songs just for you,0,0,0
user_05405,B,Free,25-34,North America,Afternoon,We picked these songs just for you,0,0,0
user_05406,A,Free,45+,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05407,B,Free,25-34,North America,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_05408,A,Free,35-44,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05409,A,Free,25-34,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05410,B,Premium,18-24,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05411,A,Premium,35-44,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05412,B,Free,25-34,Latin America,Evening,Your Weekly Music Recap is Here,1,1,0
user_05413,A,Free,25-34,Asia Pacific,Afternoon,We picked these songs just for you,0,0,0
user_05414,B,Premium,25-34,North America,Morning,Your Weekly Music Recap is Here,1,0,0
user_05415,A,Premium,18-24,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05416,B,Free,35-44,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05417,B,Free,45+,Latin America,Morning,We picked these songs just for you,0,0,0
user_05418,A,Free,45+,Latin America,Afternoon,We picked these songs just for you,0,0,0
user_05419,A,Free,18-24,Latin America,Morning,Your Weekly Music Recap is Here,1,1,0
user_05420,A,Free,25-34,Latin America,Afternoon,We picked these songs just for you,0,0,0
user_05421,A,Free,35-44,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05422,B,Free,25-34,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05423,A,Free,25-34,Europe,Morning,Your Weekly Music Recap is Here,1,0,0
user_05424,B,Premium,45+,Latin America,Morning,We picked these songs just for you,0,0,0
user_05425,A,Premium,25-34,Europe,Afternoon,We picked these songs just for you,1,0,0
user_05426,B,Free,25-34,Asia Pacific,Evening,We picked these songs just for you,0,0,0
user_05427,B,Premium,18-24,Latin America,Evening,We picked these songs just for you,0,0,0
user_05428,B,Free,18-24,Latin America,Morning,We picked these songs just for you,0,0,0
user_05429,B,Premium,18-24,North America,Evening,We picked these songs just for you,0,0,0
user_05430,A,Free,45+,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05431,A,Free,25-34,Latin America,Evening,We picked these songs just for you,1,0,0
user_05432,B,Free,25-34,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05433,A,Free,35-44,North America,Evening,We picked these songs just for you,1,0,0
user_05434,A,Premium,25-34,Asia Pacific,Evening,Your Weekly Music Recap is Here,0,0,0
user_05435,B,Free,25-34,Latin America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05436,A,Free,18-24,North America,Evening,We picked these songs just for you,0,0,0
user_05437,A,Free,35-44,Latin America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05438,A,Free,18-24,North America,Evening,We picked these songs just for you,0,0,0
user_05439,B,Free,18-24,North America,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_05440,A,Free,18-24,Europe,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_05441,B,Premium,18-24,Latin America,Afternoon,We picked these songs just for you,1,0,0
user_05442,A,Premium,18-24,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05443,A,Premium,35-44,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05444,A,Free,18-24,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05445,B,Premium,35-44,Asia Pacific,Afternoon,We picked these songs just for you,0,0,0
user_05446,B,Free,18-24,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_05447,A,Free,18-24,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05448,B,Free,25-34,North America,Afternoon,We picked these songs just for you,0,0,0
user_05449,A,Premium,45+,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05450,B,Premium,45+,Europe,Morning,Your Weekly Music Recap is Here,1,1,0
user_05451,B,Premium,45+,Latin America,Evening,We picked these songs just for you,0,0,0
user_05452,A,Premium,35-44,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05453,A,Premium,35-44,Asia Pacific,Morning,Your Weekly Music Recap is Here,1,0,0
user_05454,A,Premium,25-34,Europe,Evening,We picked these songs just for you,0,0,0
user_05455,A,Free,25-34,North America,Morning,We picked these songs just for you,0,0,0
user_05456,B,Free,18-24,North America,Morning,We picked these songs just for you,0,0,0
user_05457,B,Free,25-34,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_05458,B,Free,25-34,Asia Pacific,Morning,Your Weekly Music Recap is Here,0,0,0
user_05459,A,Free,25-34,Latin America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05460,A,Free,25-34,Europe,Afternoon,Your Weekly Music Recap is Here,1,1,0
user_05461,B,Free,18-24,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05462,A,Premium,25-34,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05463,B,Premium,18-24,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_05464,B,Free,45+,Latin America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05465,B,Free,18-24,Latin America,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_05466,B,Free,18-24,North America,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_05467,B,Free,45+,North America,Afternoon,We picked these songs just for you,1,0,0
user_05468,A,Premium,25-34,North America,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_05469,A,Free,18-24,Asia Pacific,Evening,We picked these songs just for you,0,0,0
user_05470,A,Free,25-34,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05471,B,Premium,18-24,North America,Morning,We picked these songs just for you,0,0,0
user_05472,B,Premium,18-24,North America,Afternoon,We picked these songs just for you,1,0,0
user_05473,B,Free,18-24,North America,Morning,We picked these songs just for you,0,0,0
user_05474,B,Premium,25-34,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05475,A,Free,35-44,Latin America,Evening,Your Weekly Music Recap is Here,1,0,0
user_05476,A,Free,25-34,Asia Pacific,Morning,We picked these songs just for you,0,0,0
user_05477,B,Free,25-34,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05478,B,Free,18-24,North America,Morning,We picked these songs just for you,0,0,0
user_05479,B,Free,18-24,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05480,A,Free,35-44,Latin America,Afternoon,We picked these songs just for you,0,0,0
user_05481,A,Free,18-24,North America,Evening,We picked these songs just for you,0,0,0
user_05482,A,Premium,45+,Latin America,Evening,We picked these songs just for you,0,0,0
user_05483,B,Free,25-34,Latin America,Evening,We picked these songs just for you,1,0,0
user_05484,B,Free,35-44,Europe,Morning,We picked these songs just for you,1,0,0
user_05485,A,Premium,18-24,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05486,B,Free,18-24,Latin America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05487,A,Premium,35-44,Europe,Afternoon,We picked these songs just for you,0,0,0
user_05488,B,Free,35-44,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05489,A,Free,18-24,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05490,B,Free,45+,North America,Morning,We picked these songs just for you,1,0,0
user_05491,A,Free,18-24,Latin America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05492,A,Free,18-24,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_05493,A,Free,25-34,Europe,Evening,We picked these songs just for you,0,0,0
user_05494,A,Free,35-44,Latin America,Evening,Your Weekly Music Recap is Here,1,0,0
user_05495,A,Free,45+,North America,Morning,We picked these songs just for you,0,0,0
user_05496,A,Free,25-34,Latin America,Morning,We picked these songs just for you,0,0,0
user_05497,B,Free,18-24,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_05498,B,Free,25-34,North America,Evening,We picked these songs just for you,0,0,0
user_05499,B,Free,18-24,North America,Morning,Your Weekly Music Recap is Here,1,0,0
user_05500,A,Free,25-34,Asia Pacific,Evening,We picked these songs just for you,0,0,0
user_05501,A,Free,25-34,Latin America,Evening,We picked these songs just for you,0,0,0
user_05502,B,Premium,18-24,North America,Evening,We picked these songs just for you,1,0,0
user_05503,A,Free,25-34,Asia Pacific,Morning,We picked these songs just for you,0,0,0
user_05504,A,Premium,25-34,Latin America,Morning,Your Weekly Music Recap is Here,1,1,0
user_05505,A,Free,35-44,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05506,A,Free,25-34,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05507,A,Free,18-24,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05508,B,Premium,18-24,Europe,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05509,B,Free,18-24,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_05510,B,Free,18-24,North America,Morning,We picked these songs just for you,1,0,0
user_05511,B,Free,35-44,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05512,B,Free,45+,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05513,A,Free,35-44,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05514,A,Free,25-34,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05515,A,Free,25-34,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05516,A,Free,18-24,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_05517,B,Free,45+,Asia Pacific,Evening,Your Weekly Music Recap is Here,1,0,0
user_05518,B,Premium,45+,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05519,B,Premium,25-34,North America,Afternoon,We picked these songs just for you,1,0,0
user_05520,A,Free,18-24,North America,Evening,Your Weekly Music Recap is Here,1,0,0
user_05521,B,Free,35-44,Europe,Morning,We picked these songs just for you,0,0,0
user_05522,A,Premium,18-24,Latin America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05523,B,Free,35-44,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_05524,B,Free,35-44,Europe,Morning,Your Weekly Music Recap is Here,1,0,0
user_05525,A,Premium,18-24,North America,Morning,Your Weekly Music Recap is Here,1,0,0
user_05526,A,Free,45+,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05527,B,Free,45+,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05528,B,Premium,45+,Europe,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_05529,A,Free,25-34,North America,Evening,Your Weekly Music Recap is Here,1,0,0
user_05530,B,Premium,18-24,Latin America,Evening,We picked these songs just for you,0,0,0
user_05531,B,Premium,25-34,Europe,Morning,We picked these songs just for you,0,0,0
user_05532,A,Premium,25-34,North America,Evening,We picked these songs just for you,0,0,0
user_05533,B,Free,18-24,Europe,Evening,Your Weekly Music Recap is Here,1,0,0
user_05534,A,Free,25-34,Asia Pacific,Morning,Your Weekly Music Recap is Here,0,0,0
user_05535,B,Free,35-44,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05536,A,Free,18-24,North America,Morning,We picked these songs just for you,0,0,0
user_05537,B,Free,18-24,Europe,Evening,We picked these songs just for you,0,0,0
user_05538,A,Free,18-24,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05539,B,Free,35-44,North America,Evening,We picked these songs just for you,0,0,0
user_05540,A,Free,25-34,Asia Pacific,Afternoon,We picked these songs just for you,0,0,0
user_05541,B,Free,18-24,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05542,B,Premium,45+,Latin America,Afternoon,We picked these songs just for you,0,0,0
user_05543,B,Premium,18-24,North America,Afternoon,We picked these songs just for you,0,0,0
user_05544,B,Premium,25-34,Latin America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05545,B,Free,35-44,North America,Morning,We picked these songs just for you,0,0,0
user_05546,B,Premium,35-44,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05547,B,Premium,18-24,Asia Pacific,Morning,Your Weekly Music Recap is Here,0,0,0
user_05548,B,Free,45+,North America,Afternoon,We picked these songs just for you,0,0,0
user_05549,B,Free,45+,Asia Pacific,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05550,A,Free,25-34,Europe,Afternoon,We picked these songs just for you,0,0,0
user_05551,A,Free,25-34,Asia Pacific,Evening,We picked these songs just for you,0,0,0
user_05552,B,Free,18-24,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_05553,A,Free,25-34,Latin America,Morning,We picked these songs just for you,0,0,0
user_05554,B,Premium,25-34,North America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05555,B,Free,35-44,Europe,Morning,We picked these songs just for you,0,0,0
user_05556,A,Free,25-34,Latin America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05557,B,Premium,35-44,Latin America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05558,B,Free,18-24,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05559,A,Premium,18-24,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05560,A,Free,18-24,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05561,B,Premium,18-24,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05562,A,Free,25-34,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05563,A,Free,35-44,Latin America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05564,B,Free,25-34,North America,Morning,We picked these songs just for you,1,0,0
user_05565,A,Premium,25-34,Europe,Afternoon,We picked these songs just for you,0,0,0
user_05566,A,Premium,35-44,Asia Pacific,Morning,We picked these songs just for you,0,0,0
user_05567,B,Free,18-24,North America,Evening,We picked these songs just for you,0,0,0
user_05568,A,Premium,25-34,Europe,Afternoon,We picked these songs just for you,0,0,0
user_05569,A,Free,18-24,Latin America,Morning,We picked these songs just for you,0,0,0
user_05570,B,Free,35-44,Latin America,Morning,We picked these songs just for you,0,0,0
user_05571,B,Premium,18-24,Latin America,Morning,We picked these songs just for you,0,0,0
user_05572,B,Free,18-24,Latin America,Morning,Your Weekly Music Recap is Here,1,0,0
user_05573,A,Free,25-34,North America,Evening,We picked these songs just for you,1,0,0
user_05574,B,Premium,45+,Europe,Morning,We picked these songs just for you,1,0,0
user_05575,B,Premium,25-34,Latin America,Morning,We picked these songs just for you,0,0,0
user_05576,A,Premium,35-44,North America,Afternoon,We picked these songs just for you,1,0,0
user_05577,B,Premium,35-44,North America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05578,B,Free,25-34,Latin America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05579,B,Premium,35-44,Latin America,Evening,We picked these songs just for you,0,0,0
user_05580,B,Free,35-44,Europe,Morning,We picked these songs just for you,0,0,0
user_05581,A,Premium,18-24,Asia Pacific,Evening,Your Weekly Music Recap is Here,1,0,0
user_05582,B,Free,18-24,Latin America,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_05583,B,Free,18-24,Asia Pacific,Morning,Your Weekly Music Recap is Here,1,0,0
user_05584,A,Free,25-34,Asia Pacific,Afternoon,We picked these songs just for you,0,0,0
user_05585,B,Free,45+,Europe,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_05586,A,Free,18-24,Latin America,Evening,Your Weekly Music Recap is Here,0,0,0
user_05587,A,Premium,25-34,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05588,A,Premium,45+,Latin America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05589,B,Free,25-34,Latin America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05590,A,Premium,25-34,North America,Evening,Your Weekly Music Recap is Here,1,0,0
user_05591,A,Free,45+,North America,Afternoon,We picked these songs just for you,0,0,0
user_05592,A,Free,25-34,North America,Morning,We picked these songs just for you,1,0,0
user_05593,B,Free,35-44,Latin America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05594,B,Premium,18-24,Latin America,Evening,Your Weekly Music Recap is Here,1,0,0
user_05595,B,Premium,18-24,Europe,Afternoon,Your Weekly Music Recap is Here,1,0,0
user_05596,B,Free,25-34,Europe,Evening,We picked these songs just for you,0,0,0
user_05597,B,Free,25-34,Latin America,Evening,We picked these songs just for you,0,0,0
user_05598,B,Free,45+,North America,Afternoon,We picked these songs just for you,0,0,0
user_05599,B,Free,45+,North America,Morning,We picked these songs just for you,0,0,0
user_05600,A,Free,45+,Europe,Evening,Your Weekly Music Recap is Here,0,0,0
user_05601,A,Free,18-24,Asia Pacific,Morning,We picked these songs just for you,1,0,0
user_05602,A,Free,45+,Latin America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05603,A,Premium,35-44,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05604,B,Free,25-34,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
user_05605,A,Free,35-44,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05606,A,Free,18-24,Latin America,Morning,Your Weekly Music Recap is Here,0,0,0
user_05607,A,Premium,18-24,Europe,Morning,Your Weekly Music Recap is Here,0,0,0
user_05608,A,Premium,35-44,Europe,Evening,Your Weekly Music Recap is Here,1,0,0
user_05609,B,Premium,25-34,North America,Morning,Your Weekly Music Recap is Here,1,0,0
user_05610,B,Free,25-34,Asia Pacific,Evening,We picked these songs just for you,0,0,0
user_05611,B,Premium,25-34,North America,Afternoon,Your Weekly Music Recap is Here,0,0,0
